frame,file_loc,stereo_calib_partners,upper_side,video,category,imgpoints_index,stereo_partner
672,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-1_15-17-14-calibration/visualizations/cam-1_15-17-14-calibration_672.png,[],-,cam-1_15-17-14-calibration,cb_detected,,[]
676,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-1_15-17-14-calibration/visualizations/cam-1_15-17-14-calibration_676.png,[],-,cam-1_15-17-14-calibration,cb_detected,,[]
680,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-1_15-17-14-calibration/visualizations/cam-1_15-17-14-calibration_680.png,[],-,cam-1_15-17-14-calibration,cb_detected,,[]
684,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-1_15-17-14-calibration/visualizations/cam-1_15-17-14-calibration_684.png,[],-,cam-1_15-17-14-calibration,cb_detected,,[]
688,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-1_15-17-14-calibration/visualizations/cam-1_15-17-14-calibration_688.png,[],-,cam-1_15-17-14-calibration,cb_detected,,[]
692,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-1_15-17-14-calibration/visualizations/cam-1_15-17-14-calibration_692.png,[],-,cam-1_15-17-14-calibration,cb_detected,,[]
696,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-1_15-17-14-calibration/visualizations/cam-1_15-17-14-calibration_696.png,[],-,cam-1_15-17-14-calibration,cb_detected,,[]
700,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-1_15-17-14-calibration/visualizations/cam-1_15-17-14-calibration_700.png,[],-,cam-1_15-17-14-calibration,cb_detected,,[]
704,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-1_15-17-14-calibration/visualizations/cam-1_15-17-14-calibration_704.png,[],-,cam-1_15-17-14-calibration,cb_detected,,[]
708,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-1_15-17-14-calibration/visualizations/cam-1_15-17-14-calibration_708.png,[],-,cam-1_15-17-14-calibration,cb_detected,,[]
712,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-1_15-17-14-calibration/visualizations/cam-1_15-17-14-calibration_712.png,[],-,cam-1_15-17-14-calibration,cb_detected,,[]
716,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-1_15-17-14-calibration/visualizations/cam-1_15-17-14-calibration_716.png,[],-,cam-1_15-17-14-calibration,cb_detected,,[]
720,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-1_15-17-14-calibration/visualizations/cam-1_15-17-14-calibration_720.png,[],-,cam-1_15-17-14-calibration,cb_detected,,[]
740,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-1_15-17-14-calibration/visualizations/cam-1_15-17-14-calibration_740.png,[],-,cam-1_15-17-14-calibration,cb_detected,,[]
744,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-1_15-17-14-calibration/visualizations/cam-1_15-17-14-calibration_744.png,[],-,cam-1_15-17-14-calibration,cb_detected,,[]
780,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-1_15-17-14-calibration/visualizations/cam-1_15-17-14-calibration_780.png,[],-,cam-1_15-17-14-calibration,cb_detected,,[]
784,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-1_15-17-14-calibration/visualizations/cam-1_15-17-14-calibration_784.png,[],-,cam-1_15-17-14-calibration,cb_detected,,[]
788,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-1_15-17-14-calibration/visualizations/cam-1_15-17-14-calibration_788.png,[],-,cam-1_15-17-14-calibration,cb_detected,,[]
844,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-1_15-17-14-calibration/visualizations/cam-1_15-17-14-calibration_844.png,[],-,cam-1_15-17-14-calibration,cb_detected,,[]
856,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-1_15-17-14-calibration/visualizations/cam-1_15-17-14-calibration_856.png,[],-,cam-1_15-17-14-calibration,cb_detected,,[]
3280,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-1_15-17-14-calibration/visualizations/cam-1_15-17-14-calibration_3280.png,[],!,cam-1_15-17-14-calibration,cb_detected,,[]
3284,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-1_15-17-14-calibration/visualizations/cam-1_15-17-14-calibration_3284.png,[],-,cam-1_15-17-14-calibration,cb_detected,,[]
3288,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-1_15-17-14-calibration/visualizations/cam-1_15-17-14-calibration_3288.png,[],-,cam-1_15-17-14-calibration,cb_detected,,[]
3292,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-1_15-17-14-calibration/visualizations/cam-1_15-17-14-calibration_3292.png,[],-,cam-1_15-17-14-calibration,cb_detected,,[]
3296,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-1_15-17-14-calibration/visualizations/cam-1_15-17-14-calibration_3296.png,[],-,cam-1_15-17-14-calibration,cb_detected,,[]
3300,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-1_15-17-14-calibration/visualizations/cam-1_15-17-14-calibration_3300.png,[],-,cam-1_15-17-14-calibration,cb_detected,,[]
3304,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-1_15-17-14-calibration/visualizations/cam-1_15-17-14-calibration_3304.png,[],-,cam-1_15-17-14-calibration,cb_detected,,[]
3316,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-1_15-17-14-calibration/visualizations/cam-1_15-17-14-calibration_3316.png,[],!,cam-1_15-17-14-calibration,cb_detected,,[]
3320,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-1_15-17-14-calibration/visualizations/cam-1_15-17-14-calibration_3320.png,[],-,cam-1_15-17-14-calibration,cb_detected,,[]
3328,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-1_15-17-14-calibration/visualizations/cam-1_15-17-14-calibration_3328.png,[],!,cam-1_15-17-14-calibration,cb_detected,,[]
3332,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-1_15-17-14-calibration/visualizations/cam-1_15-17-14-calibration_3332.png,[],-,cam-1_15-17-14-calibration,cb_detected,,[]
3336,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-1_15-17-14-calibration/visualizations/cam-1_15-17-14-calibration_3336.png,[],-,cam-1_15-17-14-calibration,cb_detected,,[]
3340,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-1_15-17-14-calibration/visualizations/cam-1_15-17-14-calibration_3340.png,[],-,cam-1_15-17-14-calibration,cb_detected,,[]
3344,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-1_15-17-14-calibration/visualizations/cam-1_15-17-14-calibration_3344.png,[],-,cam-1_15-17-14-calibration,cb_detected,,[]
3348,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-1_15-17-14-calibration/visualizations/cam-1_15-17-14-calibration_3348.png,[],-,cam-1_15-17-14-calibration,cb_detected,,[]
3352,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-1_15-17-14-calibration/visualizations/cam-1_15-17-14-calibration_3352.png,[],!,cam-1_15-17-14-calibration,cb_detected,,[]
3356,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-1_15-17-14-calibration/visualizations/cam-1_15-17-14-calibration_3356.png,[],-,cam-1_15-17-14-calibration,cb_detected,,[]
3360,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-1_15-17-14-calibration/visualizations/cam-1_15-17-14-calibration_3360.png,[],-,cam-1_15-17-14-calibration,cb_detected,,[]
3364,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-1_15-17-14-calibration/visualizations/cam-1_15-17-14-calibration_3364.png,[],-,cam-1_15-17-14-calibration,cb_detected,,[]
3384,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-1_15-17-14-calibration/visualizations/cam-1_15-17-14-calibration_3384.png,[],-,cam-1_15-17-14-calibration,cb_detected,,[]
3388,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-1_15-17-14-calibration/visualizations/cam-1_15-17-14-calibration_3388.png,[],!,cam-1_15-17-14-calibration,cb_detected,,[]
3392,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-1_15-17-14-calibration/visualizations/cam-1_15-17-14-calibration_3392.png,[],-,cam-1_15-17-14-calibration,cb_detected,,[]
3396,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-1_15-17-14-calibration/visualizations/cam-1_15-17-14-calibration_3396.png,[],-,cam-1_15-17-14-calibration,cb_detected,,[]
3400,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-1_15-17-14-calibration/visualizations/cam-1_15-17-14-calibration_3400.png,[],-,cam-1_15-17-14-calibration,cb_detected,,[]
3404,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-1_15-17-14-calibration/visualizations/cam-1_15-17-14-calibration_3404.png,[],-,cam-1_15-17-14-calibration,cb_detected,,[]
3408,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-1_15-17-14-calibration/visualizations/cam-1_15-17-14-calibration_3408.png,[],-,cam-1_15-17-14-calibration,cb_detected,,[]
3424,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-1_15-17-14-calibration/visualizations/cam-1_15-17-14-calibration_3424.png,[],-,cam-1_15-17-14-calibration,cb_detected,,[]
3460,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-1_15-17-14-calibration/visualizations/cam-1_15-17-14-calibration_3460.png,[],-,cam-1_15-17-14-calibration,cb_detected,,[]
3464,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-1_15-17-14-calibration/visualizations/cam-1_15-17-14-calibration_3464.png,[],-,cam-1_15-17-14-calibration,cb_detected,,[]
3468,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-1_15-17-14-calibration/visualizations/cam-1_15-17-14-calibration_3468.png,[],-,cam-1_15-17-14-calibration,cb_detected,,[]
3472,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-1_15-17-14-calibration/visualizations/cam-1_15-17-14-calibration_3472.png,[],-,cam-1_15-17-14-calibration,cb_detected,,[]
3476,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-1_15-17-14-calibration/visualizations/cam-1_15-17-14-calibration_3476.png,[],-,cam-1_15-17-14-calibration,cb_detected,,[]
3488,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-1_15-17-14-calibration/visualizations/cam-1_15-17-14-calibration_3488.png,[],-,cam-1_15-17-14-calibration,cb_detected,,[]
3492,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-1_15-17-14-calibration/visualizations/cam-1_15-17-14-calibration_3492.png,[],-,cam-1_15-17-14-calibration,cb_detected,,[]
3496,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-1_15-17-14-calibration/visualizations/cam-1_15-17-14-calibration_3496.png,[],-,cam-1_15-17-14-calibration,cb_detected,,[]
3500,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-1_15-17-14-calibration/visualizations/cam-1_15-17-14-calibration_3500.png,[],-,cam-1_15-17-14-calibration,cb_detected,,[]
3508,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-1_15-17-14-calibration/visualizations/cam-1_15-17-14-calibration_3508.png,[],-,cam-1_15-17-14-calibration,cb_detected,,[]
3512,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-1_15-17-14-calibration/visualizations/cam-1_15-17-14-calibration_3512.png,[],-,cam-1_15-17-14-calibration,cb_detected,,[]
3516,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-1_15-17-14-calibration/visualizations/cam-1_15-17-14-calibration_3516.png,[],-,cam-1_15-17-14-calibration,cb_detected,,[]
3528,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-1_15-17-14-calibration/visualizations/cam-1_15-17-14-calibration_3528.png,[],-,cam-1_15-17-14-calibration,cb_detected,,[]
3532,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-1_15-17-14-calibration/visualizations/cam-1_15-17-14-calibration_3532.png,[],-,cam-1_15-17-14-calibration,cb_detected,,[]
3556,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-1_15-17-14-calibration/visualizations/cam-1_15-17-14-calibration_3556.png,[],-,cam-1_15-17-14-calibration,cb_detected,,[]
3560,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-1_15-17-14-calibration/visualizations/cam-1_15-17-14-calibration_3560.png,[],-,cam-1_15-17-14-calibration,cb_detected,,[]
3564,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-1_15-17-14-calibration/visualizations/cam-1_15-17-14-calibration_3564.png,[],-,cam-1_15-17-14-calibration,cb_detected,,[]
3568,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-1_15-17-14-calibration/visualizations/cam-1_15-17-14-calibration_3568.png,[],-,cam-1_15-17-14-calibration,cb_detected,,[]
3572,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-1_15-17-14-calibration/visualizations/cam-1_15-17-14-calibration_3572.png,[],-,cam-1_15-17-14-calibration,cb_detected,,[]
3576,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-1_15-17-14-calibration/visualizations/cam-1_15-17-14-calibration_3576.png,[],-,cam-1_15-17-14-calibration,cb_detected,,[]
3588,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-1_15-17-14-calibration/visualizations/cam-1_15-17-14-calibration_3588.png,[],-,cam-1_15-17-14-calibration,cb_detected,,[]
3592,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-1_15-17-14-calibration/visualizations/cam-1_15-17-14-calibration_3592.png,[],-,cam-1_15-17-14-calibration,cb_detected,,[]
3596,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-1_15-17-14-calibration/visualizations/cam-1_15-17-14-calibration_3596.png,[],-,cam-1_15-17-14-calibration,cb_detected,,[]
3624,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-1_15-17-14-calibration/visualizations/cam-1_15-17-14-calibration_3624.png,[],-,cam-1_15-17-14-calibration,cb_detected,,[]
3628,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-1_15-17-14-calibration/visualizations/cam-1_15-17-14-calibration_3628.png,[],-,cam-1_15-17-14-calibration,cb_detected,,[]
3632,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-1_15-17-14-calibration/visualizations/cam-1_15-17-14-calibration_3632.png,[],-,cam-1_15-17-14-calibration,cb_detected,,[]
3636,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-1_15-17-14-calibration/visualizations/cam-1_15-17-14-calibration_3636.png,[],-,cam-1_15-17-14-calibration,cb_detected,,[]
3648,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-1_15-17-14-calibration/visualizations/cam-1_15-17-14-calibration_3648.png,[],-,cam-1_15-17-14-calibration,cb_detected,,[]
3652,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-1_15-17-14-calibration/visualizations/cam-1_15-17-14-calibration_3652.png,[],-,cam-1_15-17-14-calibration,cb_detected,,[]
3656,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-1_15-17-14-calibration/visualizations/cam-1_15-17-14-calibration_3656.png,[],-,cam-1_15-17-14-calibration,cb_detected,,[]
3660,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-1_15-17-14-calibration/visualizations/cam-1_15-17-14-calibration_3660.png,[],-,cam-1_15-17-14-calibration,cb_detected,,[]
3664,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-1_15-17-14-calibration/visualizations/cam-1_15-17-14-calibration_3664.png,[],-,cam-1_15-17-14-calibration,cb_detected,,[]
3668,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-1_15-17-14-calibration/visualizations/cam-1_15-17-14-calibration_3668.png,[],-,cam-1_15-17-14-calibration,cb_detected,,[]
3684,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-1_15-17-14-calibration/visualizations/cam-1_15-17-14-calibration_3684.png,[],-,cam-1_15-17-14-calibration,cb_detected,,[]
3688,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-1_15-17-14-calibration/visualizations/cam-1_15-17-14-calibration_3688.png,[],-,cam-1_15-17-14-calibration,cb_detected,,[]
3692,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-1_15-17-14-calibration/visualizations/cam-1_15-17-14-calibration_3692.png,[],-,cam-1_15-17-14-calibration,cb_detected,,[]
3696,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-1_15-17-14-calibration/visualizations/cam-1_15-17-14-calibration_3696.png,[],-,cam-1_15-17-14-calibration,cb_detected,,[]
3700,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-1_15-17-14-calibration/visualizations/cam-1_15-17-14-calibration_3700.png,[],-,cam-1_15-17-14-calibration,cb_detected,,[]
3704,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-1_15-17-14-calibration/visualizations/cam-1_15-17-14-calibration_3704.png,[],-,cam-1_15-17-14-calibration,cb_detected,,[]
3708,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-1_15-17-14-calibration/visualizations/cam-1_15-17-14-calibration_3708.png,[],-,cam-1_15-17-14-calibration,cb_detected,,[]
3712,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-1_15-17-14-calibration/visualizations/cam-1_15-17-14-calibration_3712.png,[],-,cam-1_15-17-14-calibration,cb_detected,,[]
3716,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-1_15-17-14-calibration/visualizations/cam-1_15-17-14-calibration_3716.png,[],-,cam-1_15-17-14-calibration,cb_detected,,[]
3720,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-1_15-17-14-calibration/visualizations/cam-1_15-17-14-calibration_3720.png,[],-,cam-1_15-17-14-calibration,cb_detected,,[]
3724,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-1_15-17-14-calibration/visualizations/cam-1_15-17-14-calibration_3724.png,[],-,cam-1_15-17-14-calibration,cb_detected,,[]
3728,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-1_15-17-14-calibration/visualizations/cam-1_15-17-14-calibration_3728.png,[],-,cam-1_15-17-14-calibration,cb_detected,,[]
3732,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-1_15-17-14-calibration/visualizations/cam-1_15-17-14-calibration_3732.png,[],-,cam-1_15-17-14-calibration,cb_detected,,[]
3736,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-1_15-17-14-calibration/visualizations/cam-1_15-17-14-calibration_3736.png,[],-,cam-1_15-17-14-calibration,cb_detected,,[]
3740,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-1_15-17-14-calibration/visualizations/cam-1_15-17-14-calibration_3740.png,[],-,cam-1_15-17-14-calibration,cb_detected,,[]
3744,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-1_15-17-14-calibration/visualizations/cam-1_15-17-14-calibration_3744.png,[],-,cam-1_15-17-14-calibration,cb_detected,,[]
3748,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-1_15-17-14-calibration/visualizations/cam-1_15-17-14-calibration_3748.png,[],-,cam-1_15-17-14-calibration,cb_detected,,[]
3752,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-1_15-17-14-calibration/visualizations/cam-1_15-17-14-calibration_3752.png,[],-,cam-1_15-17-14-calibration,cb_detected,,[]
3756,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-1_15-17-14-calibration/visualizations/cam-1_15-17-14-calibration_3756.png,[],-,cam-1_15-17-14-calibration,cb_detected,,[]
3760,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-1_15-17-14-calibration/visualizations/cam-1_15-17-14-calibration_3760.png,[],-,cam-1_15-17-14-calibration,cb_detected,,[]
3764,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-1_15-17-14-calibration/visualizations/cam-1_15-17-14-calibration_3764.png,[],-,cam-1_15-17-14-calibration,cb_detected,,[]
3768,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-1_15-17-14-calibration/visualizations/cam-1_15-17-14-calibration_3768.png,[],-,cam-1_15-17-14-calibration,cb_detected,,[]
3772,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-1_15-17-14-calibration/visualizations/cam-1_15-17-14-calibration_3772.png,[],-,cam-1_15-17-14-calibration,cb_detected,,[]
3776,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-1_15-17-14-calibration/visualizations/cam-1_15-17-14-calibration_3776.png,[],-,cam-1_15-17-14-calibration,cb_detected,,[]
3800,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-1_15-17-14-calibration/visualizations/cam-1_15-17-14-calibration_3800.png,[],-,cam-1_15-17-14-calibration,cb_detected,,[]
3804,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-1_15-17-14-calibration/visualizations/cam-1_15-17-14-calibration_3804.png,[],-,cam-1_15-17-14-calibration,cb_detected,,[]
3808,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-1_15-17-14-calibration/visualizations/cam-1_15-17-14-calibration_3808.png,[],-,cam-1_15-17-14-calibration,cb_detected,,[]
3812,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-1_15-17-14-calibration/visualizations/cam-1_15-17-14-calibration_3812.png,[],-,cam-1_15-17-14-calibration,cb_detected,,[]
3840,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-1_15-17-14-calibration/visualizations/cam-1_15-17-14-calibration_3840.png,[],-,cam-1_15-17-14-calibration,cb_detected,,[]
3844,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-1_15-17-14-calibration/visualizations/cam-1_15-17-14-calibration_3844.png,[],-,cam-1_15-17-14-calibration,cb_detected,,[]
3848,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-1_15-17-14-calibration/visualizations/cam-1_15-17-14-calibration_3848.png,[],-,cam-1_15-17-14-calibration,cb_detected,,[]
3852,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-1_15-17-14-calibration/visualizations/cam-1_15-17-14-calibration_3852.png,[],-,cam-1_15-17-14-calibration,cb_detected,,[]
3868,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-1_15-17-14-calibration/visualizations/cam-1_15-17-14-calibration_3868.png,[],-,cam-1_15-17-14-calibration,cb_detected,,[]
3872,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-1_15-17-14-calibration/visualizations/cam-1_15-17-14-calibration_3872.png,[],-,cam-1_15-17-14-calibration,cb_detected,,[]
3876,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-1_15-17-14-calibration/visualizations/cam-1_15-17-14-calibration_3876.png,[],-,cam-1_15-17-14-calibration,cb_detected,,[]
3888,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-1_15-17-14-calibration/visualizations/cam-1_15-17-14-calibration_3888.png,[],-,cam-1_15-17-14-calibration,cb_detected,,[]
3892,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-1_15-17-14-calibration/visualizations/cam-1_15-17-14-calibration_3892.png,[],-,cam-1_15-17-14-calibration,cb_detected,,[]
