frame,file_loc,stereo_partner,upper_side,video,category,stereo_partners,imgpoints_index
2420,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-4_15-17-14-calibration/visualizations/cam-4_15-17-14-calibration_2420.png,['cam-2_15-17-14-calibration'],AB,cam-4_15-17-14-calibration,cb_detected,,2
2500,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-4_15-17-14-calibration/visualizations/cam-4_15-17-14-calibration_2500.png,['cam-2_15-17-14-calibration'],AB,cam-4_15-17-14-calibration,cb_detected,,3
2520,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-4_15-17-14-calibration/visualizations/cam-4_15-17-14-calibration_2520.png,['cam-2_15-17-14-calibration'],AB,cam-4_15-17-14-calibration,cb_detected,,4
2580,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-4_15-17-14-calibration/visualizations/cam-4_15-17-14-calibration_2580.png,['cam-2_15-17-14-calibration'],AB,cam-4_15-17-14-calibration,cb_detected,,5
2600,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-4_15-17-14-calibration/visualizations/cam-4_15-17-14-calibration_2600.png,['cam-2_15-17-14-calibration'],AB,cam-4_15-17-14-calibration,cb_detected,,6
2620,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-4_15-17-14-calibration/visualizations/cam-4_15-17-14-calibration_2620.png,['cam-2_15-17-14-calibration'],AB,cam-4_15-17-14-calibration,cb_detected,,7
2660,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-4_15-17-14-calibration/visualizations/cam-4_15-17-14-calibration_2660.png,['cam-2_15-17-14-calibration'],BC,cam-4_15-17-14-calibration,cb_detected,,8
2740,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-4_15-17-14-calibration/visualizations/cam-4_15-17-14-calibration_2740.png,['cam-2_15-17-14-calibration'],AB,cam-4_15-17-14-calibration,cb_detected,,9
2760,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-4_15-17-14-calibration/visualizations/cam-4_15-17-14-calibration_2760.png,['cam-2_15-17-14-calibration'],DA,cam-4_15-17-14-calibration,cb_detected,,10
2780,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-4_15-17-14-calibration/visualizations/cam-4_15-17-14-calibration_2780.png,['cam-2_15-17-14-calibration'],AB,cam-4_15-17-14-calibration,cb_detected,,11
2800,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-4_15-17-14-calibration/visualizations/cam-4_15-17-14-calibration_2800.png,['cam-2_15-17-14-calibration'],AB,cam-4_15-17-14-calibration,cb_detected,,12
2820,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-4_15-17-14-calibration/visualizations/cam-4_15-17-14-calibration_2820.png,['cam-2_15-17-14-calibration'],AB,cam-4_15-17-14-calibration,cb_detected,,13
2840,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-4_15-17-14-calibration/visualizations/cam-4_15-17-14-calibration_2840.png,['cam-2_15-17-14-calibration'],AB,cam-4_15-17-14-calibration,cb_detected,,14
2860,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-4_15-17-14-calibration/visualizations/cam-4_15-17-14-calibration_2860.png,['cam-2_15-17-14-calibration'],AB,cam-4_15-17-14-calibration,cb_detected,,15
3560,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-4_15-17-14-calibration/visualizations/cam-4_15-17-14-calibration_3560.png,['cam-1_15-17-14-calibration'],AB,cam-4_15-17-14-calibration,cb_detected,,16
3580,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-4_15-17-14-calibration/visualizations/cam-4_15-17-14-calibration_3580.png,['cam-1_15-17-14-calibration'],AB,cam-4_15-17-14-calibration,cb_detected,,17
3640,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-4_15-17-14-calibration/visualizations/cam-4_15-17-14-calibration_3640.png,['cam-1_15-17-14-calibration'],AB,cam-4_15-17-14-calibration,cb_detected,,18
3660,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-4_15-17-14-calibration/visualizations/cam-4_15-17-14-calibration_3660.png,['cam-1_15-17-14-calibration'],DA,cam-4_15-17-14-calibration,cb_detected,,19
3680,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-4_15-17-14-calibration/visualizations/cam-4_15-17-14-calibration_3680.png,['cam-1_15-17-14-calibration'],DA,cam-4_15-17-14-calibration,cb_detected,,20
3720,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-4_15-17-14-calibration/visualizations/cam-4_15-17-14-calibration_3720.png,['cam-1_15-17-14-calibration'],AB,cam-4_15-17-14-calibration,cb_detected,,21
3740,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-4_15-17-14-calibration/visualizations/cam-4_15-17-14-calibration_3740.png,['cam-1_15-17-14-calibration'],AB,cam-4_15-17-14-calibration,cb_detected,,22
3780,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-4_15-17-14-calibration/visualizations/cam-4_15-17-14-calibration_3780.png,['cam-1_15-17-14-calibration'],DA,cam-4_15-17-14-calibration,cb_detected,,23
3800,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-4_15-17-14-calibration/visualizations/cam-4_15-17-14-calibration_3800.png,['cam-1_15-17-14-calibration'],DA,cam-4_15-17-14-calibration,cb_detected,,24
3820,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-4_15-17-14-calibration/visualizations/cam-4_15-17-14-calibration_3820.png,['cam-1_15-17-14-calibration'],DA,cam-4_15-17-14-calibration,cb_detected,,25
3840,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-4_15-17-14-calibration/visualizations/cam-4_15-17-14-calibration_3840.png,['cam-1_15-17-14-calibration'],DA,cam-4_15-17-14-calibration,cb_detected,,26
3900,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-4_15-17-14-calibration/visualizations/cam-4_15-17-14-calibration_3900.png,['cam-1_15-17-14-calibration'],DA,cam-4_15-17-14-calibration,cb_detected,,27
3920,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-4_15-17-14-calibration/visualizations/cam-4_15-17-14-calibration_3920.png,['cam-1_15-17-14-calibration'],AB,cam-4_15-17-14-calibration,cb_detected,,28
3960,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-4_15-17-14-calibration/visualizations/cam-4_15-17-14-calibration_3960.png,['cam-1_15-17-14-calibration'],AB,cam-4_15-17-14-calibration,cb_detected,,29
4000,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-4_15-17-14-calibration/visualizations/cam-4_15-17-14-calibration_4000.png,['cam-1_15-17-14-calibration'],AB,cam-4_15-17-14-calibration,cb_detected,,30
